id,rating
0,2.8530370842065813
1,5.294343365109059
2,5.360170543414075
3,4.359120397543156
4,4.9481775034553985
5,2.3062207030567956
6,8.002706629454218
7,1.5965015575246095
8,9.335136720492564
9,6.216816395594206
10,7.625694939021962
11,8.404846439993808
12,6.947910159764573
13,3.686624360022092
14,2.261317063611128
15,6.231028793087903
16,5.591496949676339
17,9.297308624134546
18,4.949779675030746
19,7.523296978693912
20,0.7446838682667727
21,5.857000262710497
22,3.6286751123924503
23,4.2381300978976455
24,3.4236390016788727
25,4.616150603475598
26,8.807179799225425
27,6.35974561160265
28,3.618988051271405
29,4.6031872717296505
30,6.312795476586224
31,6.511154937891155
32,5.285364056456596
33,6.778288893823418
34,6.059725067273546
35,7.259145295449008
36,8.642615599925907
37,0.0
38,5.70531593593368
39,7.083571639158274
40,4.72291472846084
41,4.995597442700869
42,6.0389976477532885
43,15.0
44,7.850486630302475
45,5.857742722668344
46,14.666175586691123
47,4.868395834039937
48,7.0144546888928785
49,3.9315788609819444
50,8.373184006289106
51,14.92150088239596
52,4.249147287458263
53,5.854335089453617
54,5.419604284421775
55,3.953274160822219
56,4.8372561496422435
57,5.098188705620359
58,6.412409284939775
59,5.8141915312049095
60,7.297302823938591
61,1.818336610974693
62,3.7895777597833407
63,3.264950651767978
64,6.696538762458169
65,4.606677367717681
66,5.37224103944685
67,2.856044653486375
68,14.946967675488622
69,6.586913370844279
70,5.779718555567946
71,2.7587928890948756
72,5.1775608161381905
73,3.453775582378131
74,7.0384030231303
75,4.479816327576065
76,6.334373558500187
77,2.9145310549893635
78,5.6589635710018715
79,6.152344840582243
80,8.30112811311606
81,3.732161941688733
82,6.195893567754402
83,8.931734694730663
84,11.240339520813178
85,8.006280255762709
86,2.3775161950222348
87,7.606815248765099
88,2.244884235157202
89,6.1316605816569885
90,8.773417509730015
91,6.348693120763156
92,6.989420553776171
93,7.111413361369048
94,3.9582302608460416
95,7.221240458864864
96,2.2788204288216645
97,10.916182236800893
98,9.789034379548774
99,7.228663819459321
100,7.466274776495635
101,5.178621674580928
102,6.485270911551666
103,7.503656375171615
104,2.8965856037521562
105,4.1599802343551
106,8.58597982370303
107,4.47193918792665
108,1.5150127422773028
109,7.545798334941317
110,10.060661453260781
111,4.4458061469305195
112,3.8313267546336207
113,9.644093680747448
114,5.455733560924388
115,5.842690325536436
116,10.567365621391753
117,3.7999858268248845
118,5.60521304652735
119,6.3072245436012855
120,7.789260593689607
121,7.552492251015259
122,6.802889036594191
123,8.689444877778605
124,4.638911736375139
125,7.556219255959125
126,6.298474326800873
127,7.64717756209555
128,6.463311387051551
129,7.002398081269487
130,7.821031715099416
131,11.3999766294143
132,4.342210620821243
133,6.365532077025505
134,5.448603399514991
135,8.048745193988148
136,6.726178537595609
137,8.756748499762242
138,14.893988376689958
139,5.184647742687353
140,5.724614527561599
141,7.75171549660294
142,5.668892388881075
143,5.65510724098983
144,8.504576421286473
145,7.794763702363245
146,10.406628121137706
147,7.60688320920436
148,8.171754643468141
149,4.521634113790764
150,2.4677090206972077
151,15.0
152,4.302906352606647
153,6.2843260051373555
154,3.4028871417528737
155,15.0
156,5.597317946406339
157,6.342219509563063
158,3.6229627993451365
159,5.2695608803777265
160,7.170160215431789
161,5.867813627636547
162,6.120321294817136
163,7.882330198793852
164,6.0216963308662175
165,1.3374372518394615
166,7.008289700454456
167,9.738680231331767
168,10.04216894719154
