id,rating
0,2.0
1,5.0
2,5.0
3,4.0
4,4.0
5,3.0
6,7.0
7,3.0
8,7.0
9,6.0
10,8.0
11,8.0
12,8.0
13,4.0
14,2.0
15,6.0
16,6.0
17,9.0
18,5.0
19,4.0
20,3.0
21,6.0
22,3.0
23,3.0
24,4.0
25,6.0
26,7.0
27,6.0
28,3.0
29,5.0
30,6.0
31,6.0
32,6.0
33,5.0
34,6.0
35,8.0
36,9.0
37,0.0
38,5.0
39,8.0
40,5.0
41,5.0
42,4.0
43,15.0
44,4.0
45,6.0
46,15.0
47,5.0
48,7.0
49,4.0
50,8.0
51,15.0
52,5.0
53,6.0
54,6.0
55,5.0
56,5.0
57,5.0
58,6.0
59,9.0
60,7.0
61,4.0
62,4.0
63,2.0
64,6.0
65,4.0
66,6.0
67,3.0
68,15.0
69,7.0
70,4.0
71,4.0
72,5.0
73,4.0
74,7.0
75,4.0
76,6.0
77,3.0
78,8.0
79,6.0
80,8.0
81,4.0
82,7.0
83,9.0
84,10.0
85,8.0
86,3.0
87,7.0
88,2.0
89,6.0
90,9.0
91,5.0
92,6.0
93,6.0
94,3.0
95,7.0
96,2.0
97,12.0
98,10.0
99,6.0
100,8.0
101,5.0
102,7.0
103,8.0
104,3.0
105,5.0
106,10.0
107,5.0
108,2.0
109,8.0
110,11.0
111,5.0
112,4.0
113,10.0
114,5.0
115,6.0
116,9.0
117,3.0
118,5.0
119,6.0
120,7.0
121,8.0
122,7.0
123,10.0
124,5.0
125,8.0
126,5.0
127,8.0
128,7.0
129,7.0
130,7.0
131,11.0
132,4.0
133,7.0
134,6.0
135,7.0
136,7.0
137,8.0
138,15.0
139,5.0
140,7.0
141,8.0
142,5.0
143,5.0
144,8.0
145,9.0
146,10.0
147,8.0
148,8.0
149,5.0
150,3.0
151,15.0
152,4.0
153,6.0
154,4.0
155,15.0
156,6.0
157,6.0
158,4.0
159,5.0
160,9.0
161,7.0
162,6.0
163,6.0
164,6.0
165,1.0
166,5.0
167,9.0
168,10.0
169,14.0
170,9.0
171,6.0
172,4.0
173,7.0
174,6.0
175,6.0
176,7.0
177,5.0
178,7.0
179,4.0
180,6.0
181,6.0
182,6.0
183,15.0
184,6.0
185,8.0
186,8.0
187,3.0
188,8.0
189,5.0
190,7.0
191,5.0
192,6.0
193,3.0
194,7.0
195,5.0
196,5.0
197,2.0
198,5.0
199,4.0
200,8.0
201,3.0
202,6.0
203,6.0
204,6.0
205,6.0
206,7.0
207,6.0
208,2.0
209,6.0
210,4.0
211,4.0
212,9.0
213,7.0
214,2.0
215,4.0
216,5.0
217,7.0
218,3.0
219,5.0
220,1.0
221,6.0
222,5.0
223,3.0
224,7.0
225,5.0
226,11.0
227,10.0
228,10.0
229,11.0
230,3.0
231,9.0
232,1.0
233,3.0
234,8.0
235,7.0
236,15.0
237,6.0
238,5.0
239,9.0
240,4.0
241,2.0
242,0.0
243,8.0
244,5.0
245,7.0
246,4.0
247,4.0
248,3.0
249,8.0
250,5.0
251,15.0
252,6.0
253,8.0
254,5.0
255,4.0
256,5.0
257,7.0
258,8.0
259,8.0
260,5.0
261,6.0
262,3.0
263,5.0
264,4.0
265,5.0
266,7.0
267,15.0
268,7.0
269,6.0
270,7.0
271,8.0
272,6.0
273,7.0
274,3.0
275,5.0
276,8.0
277,6.0
278,8.0
279,3.0
280,4.0
281,7.0
282,5.0
283,5.0
284,6.0
285,8.0
286,7.0
287,7.0
288,2.0
289,3.0
290,5.0
291,6.0
292,5.0
293,0.0
294,5.0
295,7.0
296,7.0
297,4.0
298,6.0
299,6.0
300,12.0
301,9.0
302,3.0
303,7.0
304,4.0
305,3.0
306,15.0
307,10.0
308,2.0
309,7.0
310,6.0
311,6.0
312,5.0
313,8.0
314,5.0
315,2.0
316,5.0
317,4.0
318,2.0
319,6.0
320,4.0
321,6.0
322,9.0
323,6.0
324,9.0
325,4.0
326,6.0
327,7.0
328,7.0
329,4.0
330,6.0
331,6.0
332,7.0
333,6.0
334,8.0
335,4.0
336,8.0
337,11.0
338,5.0
339,2.0
340,6.0
341,5.0
342,15.0
343,4.0
344,7.0
345,4.0
346,4.0
347,4.0
348,8.0
349,8.0
350,10.0
351,5.0
352,3.0
353,1.0
354,6.0
355,11.0
356,15.0
357,6.0
358,9.0
359,7.0
360,6.0
361,7.0
362,9.0
363,8.0
364,8.0
365,8.0
366,2.0
367,5.0
368,8.0
369,6.0
370,3.0
371,6.0
372,10.0
373,4.0
374,7.0
375,8.0
376,6.0
377,4.0
378,14.0
379,7.0
380,5.0
381,5.0
382,7.0
383,5.0
384,4.0
385,3.0
386,2.0
387,4.0
388,3.0
389,7.0
390,15.0
391,8.0
392,6.0
393,7.0
394,8.0
395,9.0
396,6.0
397,6.0
398,6.0
399,2.0
400,3.0
401,2.0
402,9.0
403,15.0
404,9.0
405,5.0
406,4.0
407,8.0
408,6.0
409,9.0
410,8.0
411,7.0
412,7.0
413,4.0
414,5.0
415,3.0
416,5.0
417,5.0
418,7.0
419,3.0
420,12.0
421,14.0
422,9.0
423,4.0
424,4.0
425,3.0
426,15.0
427,9.0
428,7.0
429,3.0
430,6.0
431,7.0
432,6.0
433,2.0
434,0.0
435,15.0
436,8.0
437,4.0
438,6.0
439,2.0
440,5.0
441,7.0
442,7.0
443,7.0
444,1.0
445,7.0
