Id,rating
0,0.848
1,2.321
2,1.284
3,2.42
4,2.521
5,2.089
6,1.65
7,2.54
8,2.021
9,2.366
10,1.882
11,2.813
12,1.822
13,2.788
14,2.138
15,1.058
16,2.257
17,2.248
18,1.363
19,2.812
20,2.206
21,1.744
22,2.741
23,2.826
24,2.023
25,2.283
26,2.021
27,2.389
28,3.261
29,1.302
30,2.181
31,1.665
32,2.344
33,2.287
34,2.646
35,2.641
36,1.759
37,0.906
38,2.774
39,2.141
40,1.203
41,1.99
42,2.661
43,1.618
44,1.307
45,1.857
46,2.248
47,2.055
48,2.179
49,0.927
50,1.543
51,1.542
52,2.335
53,0.774
54,2.078
55,2.725
56,2.119
57,2.536
58,1.475
59,2.104
60,1.392
61,2.15
62,2.498
63,0.716
64,3.022
65,1.878
66,2.281
67,1.133
68,2.527
69,1.844
70,2.096
71,2.808
72,0.94
73,0.611
74,1.215
75,1.57
76,1.527
77,2.649
78,1.591
79,2.396
80,3.179
81,1.47
82,1.958
83,1.293
84,2.13
85,2.34
86,0.929
87,2.331
88,3.065
89,2.1902
90,2.984
91,2.284
92,2.323
93,2.716
94,2.063
95,1.708
96,2.298
97,2.09
98,1.742
99,1.515
100,1.926
101,1.876
102,1.257
103,1.634
104,1.231
105,1.979
106,1.069
107,1.771
108,2.017
109,2.823
110,1.856
111,2.201
112,1.222
113,1.549
114,1.679
115,2.153
116,2.043
117,1.683
118,1.099
119,1.027
120,1.373
121,1.009
122,0.542
123,1.5704999999999998
124,2.016
125,1.574
126,1.806
127,1.932
128,1.262
129,1.662
130,2.747
131,1.851
132,2.197
133,1.814
134,1.641
135,2.484
136,2.214
137,1.61
138,0.399
139,3.478
140,0.387
141,1.171
142,1.975
143,2.629
144,2.125
145,1.83
146,2.94
147,1.728
148,1.194
149,1.36
150,0.985
151,2.128
152,1.1871333333333332
153,2.108
154,2.004
155,1.837
156,2.03
157,1.753
158,1.726
159,1.928
160,0.824
161,2.067
162,1.244
163,2.218
164,1.402
165,1.595
166,1.677
167,2.213
168,2.831
169,1.181
170,2.19
171,1.151
172,2.112
173,1.34
174,2.007
175,1.52
176,2.466
177,2.466
178,2.564
179,1.012
180,2.309
181,1.137
182,1.887
183,1.725
184,2.1665
185,1.775
186,1.907
187,1.932
188,0.805
189,2.498
190,2.342
191,2.358
192,1.842
193,2.162
194,2.451
195,2.576
196,1.247
197,2.471
198,1.807
199,2.217
200,1.88
201,1.548
202,1.68
203,1.967
204,1.53
205,2.061
206,1.179
207,1.429
208,2.642
209,1.006
210,1.796
211,2.409
212,1.234
213,1.249
214,1.83
215,2.986
216,1.433
217,1.825
218,2.845
219,1.945
220,2.434
221,1.536
222,2.570666666666667
223,2.658
224,2.843
225,2.201
226,2.787
227,2.433
228,2.333
229,2.891
230,1.041
231,1.963
232,1.792
233,2.999
234,2.38
235,0.826
236,1.308
237,1.643
238,2.353
239,2.126
240,2.141
241,1.816
242,2.389
243,2.222
244,2.547
245,1.74
246,1.588
247,1.681
248,1.503
249,1.055
250,1.493
251,0.853
252,2.179
253,1.868
254,2.135
255,3.754
256,2.208
257,2.715
258,2.13
259,1.205
260,2.354
261,2.1525
262,0.971
263,2.936
264,2.181
265,1.578
266,2.575
267,1.974
268,2.296
269,1.042
270,1.503
271,2.111
272,2.04
273,2.433
274,2.079
275,2.002
276,1.1143333333333334
277,1.317
278,1.455
279,2.499
280,1.974
281,2.792
282,1.9
283,1.704
284,2.337
285,1.643
286,2.531
287,2.312
288,1.911
289,2.185
290,1.94
291,1.275
292,2.916
293,1.902
294,2.184
295,0.731
296,2.021
297,1.931
298,1.615
299,2.679
300,1.819
301,1.58
302,2.615
303,2.212
304,1.809
305,1.69
306,1.059
307,1.709
308,3.003
309,1.154
310,3.086
311,2.592
312,1.36
313,0.964
314,2.776
315,2.248
316,2.2
317,1.534
318,2.69
319,1.501
320,0.583
321,1.355
322,1.462
323,2.838
324,1.926
325,2.24
326,1.7536666666666667
327,1.047
328,2.909
329,2.077
330,1.251
331,1.269
332,2.051
333,0.82
334,2.607
335,1.85
336,0.937
337,2.131
338,1.683
339,1.777
340,2.737
341,1.853
342,0.913
343,0.8788333333333334
344,2.087
345,1.108
346,1.336
347,1.893
348,1.31
349,2.263
350,2.74
351,2.291
352,1.138
353,2.22
354,1.596
355,2.813
356,2.103
357,0.759
358,2.333
359,1.931
360,1.529
361,1.707
362,2.066
363,1.797
364,1.369
365,2.292
366,1.667
367,1.75
368,2.193
369,2.573
370,2.139
371,1.896
372,2.161
373,1.068
374,1.983
375,0.949
376,3.471
377,2.074
378,2.412
379,1.753
380,3.006
381,1.596
382,2.213
383,1.854
384,1.219
385,2.865
386,1.894
387,2.567
388,2.443
389,1.256
390,2.808
391,1.819
392,1.342
393,2.199
394,1.295
395,1.695
396,1.769
397,2.571
398,1.544
399,2.363
400,1.858
401,2.169
402,1.703
403,1.685
404,1.518
405,1.993
406,1.233
407,1.39
408,1.938
409,1.438
410,2.143
411,1.959
412,0.378
413,2.044
414,2.239
415,2.021
416,2.773
417,2.294
418,1.871
419,2.887
420,2.632
421,0.966
422,3.134
423,2.814
424,3.006
425,1.508
426,2.26395
427,1.528
428,0.465
429,1.54
430,2.603
431,2.15
432,2.735
433,2.744
434,0.723
435,2.185
436,2.014
437,2.071
438,2.216
439,2.041
440,1.163
441,1.319
442,1.4014166666666668
443,1.81
444,1.49
445,2.903
446,2.119
447,0.791
448,2.479
449,2.46
450,2.204333333333333
451,2.318
452,1.239
453,1.619
454,1.983
455,1.493
456,2.114
457,1.496
458,2.711
459,2.011
460,0.608
461,2.644
462,1.837
463,3.261
464,1.285
465,1.808
466,2.38
467,1.463
468,2.164
469,2.447
470,2.253
471,4.227
472,1.647
473,1.697
474,2.055
475,2.641
476,2.341
477,1.373
478,1.448
479,2.006
480,0.959
481,2.291
482,2.091
483,2.326
484,1.645
485,2.78
486,1.623
487,2.606
488,1.548
489,1.902
490,2.067
491,2.245
492,1.087
493,0.689
494,1.097
495,1.2
496,2.068
497,2.218
498,0.695
499,1.263
500,2.302
501,1.216
502,1.01
503,2.221
504,2.031
505,1.963
506,2.126
507,1.775
508,2.167
509,1.489
510,0.871
511,2.267
512,2.366
513,1.626
514,2.293
515,2.158
516,1.593
517,1.56
518,1.874
519,2.073
520,1.237
521,0.493
522,1.364
523,2.346
524,1.5454166666666667
525,2.291
526,2.311
527,2.033
528,0.955
529,0.853
530,1.603
531,0.974
532,2.373
533,1.847
534,2.366
535,1.875
536,1.72
537,3.527
538,0.396
539,2.253
540,2.384
541,2.253
542,2.218
543,2.351
544,1.356
545,2.66
546,0.557
547,1.884
548,2.104
549,2.421
550,2.193
551,1.393
552,1.489
553,1.721
554,2.322
555,2.974
556,1.172
557,1.962
558,1.773
559,2.582
560,1.623
561,3.2485
562,1.302
563,1.572
564,1.259
565,2.093
566,1.754
567,1.577
568,1.813
569,1.138
570,1.17
571,2.384
572,0.792
573,2.486
574,0.78
575,0.714
576,1.235
577,1.228
578,1.644
579,2.055
580,1.555
581,1.677
582,1.705
583,1.467
584,2.732
585,1.344
586,2.417
587,1.24
588,0.84
589,1.0
590,1.936
591,1.802
592,1.557
593,2.19
594,2.75
595,2.076
596,2.378
597,1.974
598,0.8315
599,1.154
600,1.9803333333333335
601,1.336
602,2.545
603,2.537
604,1.345
605,1.694
